As Of;Currency;NAV;Securities In Issue;Net Assets;Fund Return Series;Benchmark Return Series
30/Dec/2024;EUR;5,91;165.332.089,00;976.551.542,90;118,12;120,73
27/Dec/2024;EUR;5,90;165.332.089,00;976.275.584,77;118,09;120,67
24/Dec/2024;EUR;5,91;165.332.089,00;976.298.515,62;118,09;120,63
23/Dec/2024;EUR;5,90;167.929.935,00;991.167.884,96;118,03;120,60
20/Dec/2024;EUR;5,90;167.775.601,00;989.878.572,11;117,99;120,55
19/Dec/2024;EUR;5,90;167.195.168,00;986.728.442,87;118,02;120,58
18/Dec/2024;EUR;5,91;167.158.711,00;987.279.914,44;118,11;120,70
17/Dec/2024;EUR;5,91;167.138.711,00;987.097.417,11;118,10;120,69
16/Dec/2024;EUR;5,91;167.092.211,00;987.086.849,29;118,14;120,72
13/Dec/2024;EUR;5,91;167.092.211,00;987.118.464,63;118,14;120,69
12/Dec/2024;EUR;5,91;167.193.644,00;987.789.285,61;118,15;120,70
11/Dec/2024;EUR;5,90;168.041.111,00;992.118.391,47;118,07;120,65
10/Dec/2024;EUR;5,90;168.748.391,00;995.854.965,64;118,02;120,60
09/Dec/2024;EUR;5,90;170.141.446,00;1.003.499.792,04;117,95;120,52
06/Dec/2024;EUR;5,89;172.554.794,00;1.016.626.965,29;117,82;120,35
05/Dec/2024;EUR;5,89;172.554.794,00;1.015.638.079,32;117,71;120,22
04/Dec/2024;EUR;5,88;180.534.794,00;1.061.417.753,26;117,57;120,12
03/Dec/2024;EUR;5,87;180.401.945,00;1.059.576.137,60;117,46;119,99
02/Dec/2024;EUR;5,87;180.351.052,00;1.058.324.541,22;117,35;119,88
29/Nov/2024;EUR;5,86;159.322.038,00;934.422.639,17;117,29;119,78
28/Nov/2024;EUR;5,86;159.322.038,00;934.403.792,28;117,29;119,77
27/Nov/2024;EUR;5,86;159.322.038,00;933.908.349,18;117,22;119,75
26/Nov/2024;EUR;5,86;159.302.038,00;934.040.334,71;117,25;119,78
25/Nov/2024;EUR;5,86;159.300.044,00;933.936.701,69;117,24;119,77
22/Nov/2024;EUR;5,86;166.998.306,00;978.745.971,67;117,20;119,70
21/Nov/2024;EUR;5,86;166.947.110,00;978.253.343,81;117,18;119,67
20/Nov/2024;EUR;5,86;166.821.084,00;977.322.102,18;117,16;119,69
19/Nov/2024;EUR;5,86;166.855.141,00;977.245.930,04;117,12;119,65
18/Nov/2024;EUR;5,86;166.855.141,00;977.255.701,91;117,13;119,65
15/Nov/2024;EUR;5,86;166.588.110,00;975.627.639,84;117,12;119,61
14/Nov/2024;EUR;5,85;166.534.553,00;975.057.772,34;117,09;119,58
13/Nov/2024;EUR;5,85;166.289.553,00;972.765.041,31;116,98;119,50
12/Nov/2024;EUR;5,85;166.077.648,00;971.610.473,89;116,99;119,51
11/Nov/2024;EUR;5,85;165.922.648,00;970.477.687,21;116,97;119,48
08/Nov/2024;EUR;5,85;165.858.953,00;969.638.500,41;116,91;119,39
07/Nov/2024;EUR;5,84;165.256.878,00;965.812.533,54;116,87;119,35
06/Nov/2024;EUR;5,84;165.256.878,00;965.763.185,31;116,87;119,37
05/Nov/2024;EUR;5,84;165.256.878,00;964.789.258,67;116,75;119,24
04/Nov/2024;EUR;5,84;165.053.004,00;963.578.291,51;116,75;119,23
01/Nov/2024;EUR;5,84;165.053.004,00;963.491.831,48;116,74;119,19
31/Oct/2024;EUR;5,84;164.244.881,00;959.056.859,87;116,77;119,25
30/Oct/2024;EUR;5,84;164.218.269,00;958.898.491,00;116,77;119,29
29/Oct/2024;EUR;5,84;164.033.269,00;957.518.879,55;116,73;119,26
28/Oct/2024;EUR;5,83;164.006.958,00;956.853.861,08;116,67;119,20
25/Oct/2024;EUR;5,83;163.944.757,00;956.151.731,68;116,63;119,11
24/Oct/2024;EUR;5,83;162.629.891,00;948.420.267,98;116,62;119,11
23/Oct/2024;EUR;5,83;162.419.599,00;946.520.738,26;116,54;119,04
22/Oct/2024;EUR;5,83;163.112.413,00;950.544.376,17;116,54;119,03
21/Oct/2024;EUR;5,83;162.654.106,00;948.395.819,55;116,60;119,09
18/Oct/2024;EUR;5,83;163.113.481,00;950.774.730,61;116,57;119,02
17/Oct/2024;EUR;5,82;163.113.481,00;950.106.544,45;116,48;118,93
16/Oct/2024;EUR;5,82;162.573.731,00;945.980.606,31;116,36;118,84
15/Oct/2024;EUR;5,82;162.573.731,00;945.594.631,84;116,32;118,79
14/Oct/2024;EUR;5,81;162.553.728,00;944.389.723,53;116,18;118,66
11/Oct/2024;EUR;5,80;162.463.728,00;942.950.701,70;116,07;118,51
10/Oct/2024;EUR;5,80;162.463.728,00;942.459.237,44;116,01;118,45
09/Oct/2024;EUR;5,80;162.443.723,00;941.944.333,32;115,96;118,43
08/Oct/2024;EUR;5,80;162.423.723,00;941.718.998,13;115,95;118,41
07/Oct/2024;EUR;5,80;162.423.723,00;942.062.113,73;115,99;118,45
04/Oct/2024;EUR;5,80;162.423.723,00;942.588.320,68;116,05;118,48
03/Oct/2024;EUR;5,81;162.295.104,00;942.151.553,82;116,09;118,52
02/Oct/2024;EUR;5,80;160.874.391,00;933.498.832,88;116,04;118,50
01/Oct/2024;EUR;5,80;160.616.019,00;931.970.044,03;116,04;118,49
30/Sept/2024;EUR;5,80;165.244.685,00;958.409.799,92;115,99;118,45
27/Sept/2024;EUR;5,80;165.986.748,00;962.751.317,82;115,99;118,42
26/Sept/2024;EUR;5,80;165.886.748,00;962.082.075,27;115,98;118,41
25/Sept/2024;EUR;5,80;166.014.036,00;962.106.744,27;115,89;118,36
24/Sept/2024;EUR;5,79;165.903.786,00;961.274.906,64;115,87;118,33
23/Sept/2024;EUR;5,79;165.903.786,00;960.429.607,08;115,77;118,23
20/Sept/2024;EUR;5,79;165.903.786,00;960.208.088,55;115,74;118,16
19/Sept/2024;EUR;5,79;165.903.786,00;959.979.297,05;115,72;118,14
18/Sept/2024;EUR;5,77;165.903.786,00;958.087.851,01;115,49;117,94
17/Sept/2024;EUR;5,77;165.903.786,00;957.746.070,82;115,45;117,90
16/Sept/2024;EUR;5,77;165.903.786,00;956.944.888,33;115,35;117,80
13/Sept/2024;EUR;5,76;165.903.786,00;956.104.812,47;115,25;117,67
12/Sept/2024;EUR;5,76;165.881.194,00;955.210.129,87;115,16;117,57
11/Sept/2024;EUR;5,75;175.175.275,00;1.007.789.087,29;115,05;117,49
10/Sept/2024;EUR;5,76;188.653.749,00;1.086.732.430,72;115,20;117,63
09/Sept/2024;EUR;5,76;188.653.749,00;1.086.630.229,68;115,19;117,63
06/Sept/2024;EUR;5,76;188.653.749,00;1.086.243.657,02;115,15;117,56
05/Sept/2024;EUR;5,76;191.535.386,00;1.102.361.394,93;115,10;117,51
04/Sept/2024;EUR;5,75;192.008.329,00;1.104.669.007,73;115,05;117,49
03/Sept/2024;EUR;5,76;192.008.329,00;1.106.301.942,82;115,22;117,67
02/Sept/2024;EUR;5,76;191.756.697,00;1.104.744.924,43;115,21;117,66
30/Aug/2024;EUR;5,76;191.268.424,00;1.101.578.752,42;115,17;117,59
29/Aug/2024;EUR;5,76;191.128.190,00;1.100.166.083,07;115,11;117,52
28/Aug/2024;EUR;5,75;191.128.190,00;1.098.859.075,53;114,97;117,40
27/Aug/2024;EUR;5,74;191.128.190,00;1.097.958.010,21;114,88;117,30
23/Aug/2024;EUR;5,74;190.926.551,00;1.095.994.402,60;114,80;117,16
22/Aug/2024;EUR;5,74;190.874.912,00;1.095.212.859,32;114,75;117,11
21/Aug/2024;EUR;5,73;190.874.912,00;1.094.440.245,97;114,66;117,08
20/Aug/2024;EUR;5,73;193.293.642,00;1.107.693.690,04;114,60;117,01
19/Aug/2024;EUR;5,73;193.142.952,00;1.106.310.204,99;114,55;116,96
16/Aug/2024;EUR;5,72;193.221.906,00;1.106.184.763,90;114,49;116,86
15/Aug/2024;EUR;5,72;193.221.906,00;1.104.700.455,85;114,33;116,70
14/Aug/2024;EUR;5,71;191.861.384,00;1.095.838.387,11;114,22;116,62
13/Aug/2024;EUR;5,71;191.599.191,00;1.093.480.494,52;114,13;116,52
12/Aug/2024;EUR;5,70;191.447.511,00;1.091.962.242,51;114,06;116,45
09/Aug/2024;EUR;5,70;190.357.149,00;1.084.699.359,56;113,95;116,30
08/Aug/2024;EUR;5,69;190.119.834,00;1.082.495.308,15;--;--
07/Aug/2024;EUR;5,69;189.818.198,00;1.079.777.605,37;113,76;116,13
06/Aug/2024;EUR;5,67;189.860.170,00;1.077.133.636,73;113,45;115,81
05/Aug/2024;EUR;5,67;189.895.170,00;1.075.839.775,43;113,30;115,65
02/Aug/2024;EUR;5,70;193.319.301,00;1.101.496.621,25;113,94;116,28
01/Aug/2024;EUR;5,71;193.589.301,00;1.105.294.866,73;114,18;116,52
31/Jul/2024;EUR;5,70;190.274.884,00;1.085.156.687,80;114,05;116,47
30/Jul/2024;EUR;5,70;190.274.884,00;1.084.013.509,09;113,93;116,38
29/Jul/2024;EUR;5,69;190.274.884,00;1.083.103.448,24;113,83;116,28
26/Jul/2024;EUR;5,69;190.274.884,00;1.082.797.133,91;113,80;116,21
25/Jul/2024;EUR;5,69;190.023.256,00;1.081.408.571,47;113,81;116,21
24/Jul/2024;EUR;5,69;189.975.623,00;1.081.370.786,79;113,83;116,27
23/Jul/2024;EUR;5,69;189.838.747,00;1.080.108.857,30;113,78;116,22
22/Jul/2024;EUR;5,69;188.855.584,00;1.073.915.972,81;113,72;116,16
19/Jul/2024;EUR;5,68;188.608.486,00;1.072.219.052,81;113,69;116,09
18/Jul/2024;EUR;5,68;187.157.044,00;1.063.905.208,43;113,68;116,09
17/Jul/2024;EUR;5,68;186.596.967,00;1.060.192.155,80;113,62;116,06
16/Jul/2024;EUR;5,68;180.365.214,00;1.024.754.771,09;113,62;116,05
15/Jul/2024;EUR;5,68;169.796.766,00;964.500.164,03;113,59;116,03
12/Jul/2024;EUR;5,68;166.559.824,00;945.924.046,60;113,57;115,97
11/Jul/2024;EUR;5,68;158.387.175,00;898.885.760,23;113,49;115,89
10/Jul/2024;EUR;5,67;158.387.175,00;898.068.987,22;113,39;115,82
09/Jul/2024;EUR;5,67;158.387.175,00;898.074.192,74;113,39;115,81
08/Jul/2024;EUR;5,67;158.387.175,00;897.785.883,39;113,35;115,76
05/Jul/2024;EUR;5,66;158.387.175,00;897.029.029,32;113,26;115,63
04/Jul/2024;EUR;5,66;158.367.175,00;896.272.008,79;113,18;115,56
03/Jul/2024;EUR;5,65;158.367.175,00;895.510.605,02;113,08;115,48
02/Jul/2024;EUR;5,65;158.367.175,00;894.875.005,22;113,00;115,41
01/Jul/2024;EUR;5,65;158.347.175,00;894.884.009,45;113,02;115,42
28/Jun/2024;EUR;5,65;158.793.752,00;896.437.745,94;112,89;115,25
27/Jun/2024;EUR;5,65;159.164.671,00;898.736.932,00;112,92;115,27
26/Jun/2024;EUR;5,65;159.164.671,00;898.707.361,33;112,92;115,30
25/Jun/2024;EUR;5,65;159.248.105,00;899.155.761,10;112,91;115,29
24/Jun/2024;EUR;5,64;159.097.289,00;898.032.637,72;112,88;115,27
21/Jun/2024;EUR;5,64;159.071.470,00;897.845.686,72;112,87;115,23
20/Jun/2024;EUR;5,64;159.045.969,00;897.485.072,45;112,85;115,20
19/Jun/2024;EUR;5,64;148.353.920,00;836.478.189,84;112,76;115,14
18/Jun/2024;EUR;5,63;148.386.582,00;835.986.118,57;112,67;115,05
17/Jun/2024;EUR;5,63;150.433.001,00;846.489.548,21;112,53;114,91
14/Jun/2024;EUR;5,63;150.433.001,00;847.353.915,89;112,64;114,99
13/Jun/2024;EUR;5,65;153.123.001,00;864.429.542,45;112,89;115,25
12/Jun/2024;EUR;5,64;153.123.001,00;863.972.996,05;112,84;115,22
11/Jun/2024;EUR;5,64;153.123.001,00;863.468.849,52;112,77;115,15
10/Jun/2024;EUR;5,64;153.123.001,00;863.610.539,36;112,79;115,17
07/Jun/2024;EUR;5,65;153.171.234,00;864.800.752,93;112,91;115,26
06/Jun/2024;EUR;5,65;153.086.936,00;864.267.136,84;112,90;115,25
05/Jun/2024;EUR;5,64;152.366.824,00;859.127.910,34;112,76;115,13
04/Jun/2024;EUR;5,64;152.366.824,00;858.775.355,17;112,71;115,08
03/Jun/2024;EUR;5,63;152.180.193,00;857.043.777,35;112,62;114,98
31/May/2024;EUR;5,63;151.373.749,00;851.675.053,90;112,51;114,87
30/May/2024;EUR;5,62;151.373.749,00;851.452.452,66;112,49;114,85
29/May/2024;EUR;5,62;151.373.749,00;851.417.846,47;112,48;114,89
28/May/2024;EUR;5,63;151.353.749,00;851.886.643,48;112,56;114,96
24/May/2024;EUR;5,62;151.353.749,00;851.175.353,56;112,46;114,80
23/May/2024;EUR;5,63;151.353.749,00;851.642.471,13;112,52;114,87
22/May/2024;EUR;5,62;151.263.749,00;850.680.768,40;112,46;114,86
21/May/2024;EUR;5,62;151.263.749,00;850.768.473,46;112,48;114,87
20/May/2024;EUR;5,62;151.300.888,00;850.667.063,07;112,44;114,82
17/May/2024;EUR;5,62;151.140.888,00;849.506.340,33;112,40;114,76
16/May/2024;EUR;5,62;141.290.547,00;794.101.662,90;112,40;114,75
15/May/2024;EUR;5,61;141.190.547,00;791.985.616,72;112,18;114,55
14/May/2024;EUR;5,61;141.190.547,00;791.594.356,89;112,12;114,50
13/May/2024;EUR;5,61;141.055.547,00;791.191.680,39;112,17;114,55
10/May/2024;EUR;5,61;141.055.547,00;791.192.439,03;112,17;114,51
09/May/2024;EUR;5,61;141.055.547,00;791.028.143,58;112,15;114,49
08/May/2024;EUR;5,61;140.845.547,00;789.703.213,75;112,13;114,53
07/May/2024;EUR;5,60;139.923.200,00;783.670.982,32;112,00;114,38
03/May/2024;EUR;5,59;112.773.195,00;630.380.680,23;111,78;114,12
02/May/2024;EUR;5,58;111.563.070,00;622.879.274,07;111,65;113,99
01/May/2024;EUR;5,58;111.563.070,00;622.385.790,71;111,56;113,93
30/Apr/2024;EUR;5,58;111.049.078,00;619.469.103,48;111,56;113,95
29/Apr/2024;EUR;5,58;111.049.078,00;619.644.052,35;111,59;114,01
26/Apr/2024;EUR;5,58;111.122.693,00;619.612.047,89;111,51;113,90
25/Apr/2024;EUR;5,58;111.122.693,00;619.512.221,21;111,49;113,89
24/Apr/2024;EUR;5,59;111.281.767,00;621.533.490,91;111,69;114,12
23/Apr/2024;EUR;5,58;111.281.767,00;621.464.960,89;111,68;114,10
22/Apr/2024;EUR;5,57;111.281.767,00;620.368.443,37;111,48;113,90
19/Apr/2024;EUR;5,57;111.499.327,00;620.710.141,55;111,33;113,71
18/Apr/2024;EUR;5,56;112.364.731,00;625.210.386,71;111,27;113,66
17/Apr/2024;EUR;5,56;112.364.731,00;624.506.651,36;111,15;113,56
16/Apr/2024;EUR;5,55;112.132.188,00;622.806.011,23;111,07;113,49
15/Apr/2024;EUR;5,58;112.079.453,00;624.996.095,68;111,52;113,94
12/Apr/2024;EUR;5,58;112.602.138,00;628.396.930,83;111,60;113,99
11/Apr/2024;EUR;5,58;112.542.138,00;628.200.150,14;111,63;114,01
10/Apr/2024;EUR;5,59;112.482.138,00;628.839.446,60;111,80;114,21
09/Apr/2024;EUR;5,59;112.462.138,00;628.514.194,44;111,76;114,16
08/Apr/2024;EUR;5,58;112.535.309,00;627.949.645,71;111,59;113,98
05/Apr/2024;EUR;5,58;112.535.309,00;627.963.617,40;111,59;113,95
04/Apr/2024;EUR;5,58;112.066.528,00;625.433.567,65;111,61;113,96
03/Apr/2024;EUR;5,57;112.000.614,00;624.151.994,42;111,44;113,82
02/Apr/2024;EUR;5,58;111.920.614,00;623.980.046,18;111,49;113,87
29/Mar/2024;EUR;5,58;--;--;--;113,88
28/Mar/2024;EUR;5,58;111.836.993,00;623.784.009,82;111,54;113,86
27/Mar/2024;EUR;5,58;111.849.418,00;623.841.845,31;111,54;113,87
26/Mar/2024;EUR;5,58;111.849.418,00;623.827.192,45;111,54;113,89
25/Mar/2024;EUR;5,58;111.849.418,00;624.187.846,48;111,60;113,96
22/Mar/2024;EUR;5,57;112.000.237,00;624.096.026,56;111,43;113,76
21/Mar/2024;EUR;5,58;111.850.237,00;624.323.346,28;111,62;113,94
20/Mar/2024;EUR;5,59;111.741.811,00;624.307.765,79;111,73;114,08
19/Mar/2024;EUR;5,60;111.741.811,00;626.034.976,49;112,04;114,40
18/Mar/2024;EUR;5,61;111.872.461,00;627.213.919,87;112,12;114,47
15/Mar/2024;EUR;5,60;111.872.461,00;627.015.973,30;112,08;114,41
14/Mar/2024;EUR;5,61;111.622.461,00;625.686.644,68;112,10;114,42
13/Mar/2024;EUR;5,61;111.651.659,00;626.274.385,71;112,17;114,53
12/Mar/2024;EUR;5,61;111.451.659,00;624.703.152,13;112,09;114,44
11/Mar/2024;EUR;5,60;111.582.130,00;625.087.628,25;112,03;114,38
08/Mar/2024;EUR;5,60;111.582.130,00;624.622.670,02;111,95;114,26
07/Mar/2024;EUR;5,59;111.582.130,00;623.644.328,84;111,77;114,08
06/Mar/2024;EUR;5,58;111.582.130,00;622.919.839,36;111,64;113,98
05/Mar/2024;EUR;5,58;111.582.130,00;623.093.366,68;111,67;114,01
04/Mar/2024;EUR;5,58;110.265.592,00;615.748.838,26;111,67;114,01
01/Mar/2024;EUR;5,58;110.226.292,00;615.145.504,23;111,60;113,91
29/Feb/2024;EUR;5,58;110.226.292,00;615.068.850,81;111,59;113,91
28/Feb/2024;EUR;5,58;110.226.292,00;615.178.431,92;111,61;113,96
27/Feb/2024;EUR;5,58;110.226.292,00;615.554.576,86;111,68;114,03
26/Feb/2024;EUR;5,59;110.226.292,00;615.904.741,99;111,74;114,09
23/Feb/2024;EUR;5,59;110.226.292,00;615.681.388,99;111,70;114,02
22/Feb/2024;EUR;5,58;110.226.292,00;614.839.201,32;111,55;113,87
21/Feb/2024;EUR;5,57;110.302.968,00;614.661.622,90;111,44;113,79
20/Feb/2024;EUR;5,57;110.358.425,00;614.828.250,23;111,41;113,76
19/Feb/2024;EUR;5,57;110.148.818,00;613.586.110,57;111,40;113,75
16/Feb/2024;EUR;5,57;110.300.502,00;614.182.691,18;111,35;113,67
15/Feb/2024;EUR;5,57;110.226.345,00;613.510.723,42;111,31;113,62
14/Feb/2024;EUR;5,56;108.174.680,00;601.172.899,95;111,14;113,48
13/Feb/2024;EUR;5,56;108.174.680,00;601.438.135,97;111,19;113,53
12/Feb/2024;EUR;5,56;107.622.643,00;598.541.969,68;111,22;113,56
09/Feb/2024;EUR;5,56;107.622.643,00;598.026.512,71;111,12;113,43
08/Feb/2024;EUR;5,55;107.437.543,00;596.577.200,18;111,04;113,35
07/Feb/2024;EUR;5,55;106.769.810,00;592.594.210,45;110,99;113,32
06/Feb/2024;EUR;5,55;106.769.810,00;592.690.174,32;111,01;113,34
05/Feb/2024;EUR;5,55;106.769.810,00;592.778.993,85;111,03;113,35
02/Feb/2024;EUR;5,56;106.769.810,00;593.365.032,69;111,14;113,43
01/Feb/2024;EUR;5,55;106.829.810,00;593.199.182,78;111,04;113,33
31/Jan/2024;EUR;5,56;106.339.251,00;591.093.357,59;111,16;113,48
30/Jan/2024;EUR;5,56;105.729.563,00;588.296.244,98;111,27;113,62
29/Jan/2024;EUR;5,57;101.674.197,00;565.971.407,03;111,32;113,66
26/Jan/2024;EUR;5,57;100.341.625,00;558.420.329,47;111,29;113,60
25/Jan/2024;EUR;5,56;94.871.625,00;527.505.030,59;111,19;113,49
24/Jan/2024;EUR;5,56;80.401.848,00;446.672.832,16;111,10;113,42
23/Jan/2024;EUR;5,55;65.701.848,00;364.661.539,73;110,99;113,31
22/Jan/2024;EUR;5,55;67.044.394,00;371.774.369,94;110,89;113,21
19/Jan/2024;EUR;5,53;54.477.414,00;301.456.813,01;110,66;112,93
18/Jan/2024;EUR;5,53;54.397.414,00;300.830.658,33;110,59;112,86
17/Jan/2024;EUR;5,53;54.459.095,00;300.956.542,70;110,51;112,81
16/Jan/2024;EUR;5,54;54.424.055,00;301.463.897,97;110,77;113,07
15/Jan/2024;EUR;5,55;54.449.555,00;302.248.735,18;111,01;113,30
12/Jan/2024;EUR;5,55;54.244.172,00;301.255.434,72;111,06;113,32
11/Jan/2024;EUR;5,55;54.244.172,00;301.220.257,96;111,05;113,31
10/Jan/2024;EUR;5,54;54.391.044,00;301.082.770,14;110,70;112,97
09/Jan/2024;EUR;5,52;54.371.044,00;299.966.234,53;110,33;112,59
08/Jan/2024;EUR;5,51;54.371.044,00;299.570.880,07;110,18;112,44
05/Jan/2024;EUR;5,51;54.371.044,00;299.547.296,11;110,17;112,40
04/Jan/2024;EUR;5,52;54.371.044,00;300.233.700,04;110,43;112,66
03/Jan/2024;EUR;5,53;53.896.571,00;297.938.817,10;110,55;112,81
02/Jan/2024;EUR;5,54;51.400.449,00;284.896.984,42;110,84;113,10
29/Dec/2023;EUR;5,54;51.400.449,00;284.656.663,97;110,75;112,95
28/Dec/2023;EUR;5,54;49.631.284,00;274.767.369,22;110,71;112,91
27/Dec/2023;EUR;5,53;54.575.130,00;301.927.642,21;110,64;112,87
22/Dec/2023;EUR;5,53;54.575.130,00;301.799.647,60;110,59;112,76
21/Dec/2023;EUR;5,53;54.314.287,00;300.294.976,30;110,57;112,74
20/Dec/2023;EUR;5,52;54.314.287,00;299.910.454,74;110,42;112,65
19/Dec/2023;EUR;5,51;54.312.452,00;299.526.902,05;110,29;112,50
18/Dec/2023;EUR;5,51;54.353.374,00;299.587.854,13;110,23;112,44
15/Dec/2023;EUR;5,51;52.701.199,00;290.332.719,75;110,17;112,35
14/Dec/2023;EUR;5,50;52.601.199,00;289.056.034,61;109,89;112,07
13/Dec/2023;EUR;5,45;52.727.039,00;287.537.128,57;109,05;111,24
12/Dec/2023;EUR;5,45;52.137.037,00;283.932.753,13;108,91;111,09
11/Dec/2023;EUR;5,44;52.137.037,00;283.651.145,01;108,80;110,98
08/Dec/2023;EUR;5,44;51.776.883,00;281.579.554,85;108,76;110,90
07/Dec/2023;EUR;5,44;51.872.758,00;281.976.522,56;108,71;110,85
06/Dec/2023;EUR;5,43;52.012.758,00;282.368.308,65;108,57;110,73
05/Dec/2023;EUR;5,42;52.012.758,00;282.055.985,57;108,45;110,60
04/Dec/2023;EUR;5,42;52.801.039,00;286.006.549,54;108,32;110,47
01/Dec/2023;EUR;5,41;52.781.022,00;285.418.607,25;108,14;110,25
30/Nov/2023;EUR;5,40;52.761.022,00;284.826.388,84;107,96;110,07
29/Nov/2023;EUR;5,39;53.434.953,00;287.757.818,88;107,69;109,84
28/Nov/2023;EUR;5,37;53.434.953,00;286.878.144,54;107,36;109,50
27/Nov/2023;EUR;5,37;53.434.953,00;286.734.832,00;107,31;109,45
24/Nov/2023;EUR;5,36;53.434.953,00;286.523.680,48;107,23;109,33
23/Nov/2023;EUR;5,36;53.209.953,00;285.151.017,61;107,17;109,27
22/Nov/2023;EUR;5,35;53.300.794,00;285.261.673,19;107,03;109,16
21/Nov/2023;EUR;5,35;53.300.794,00;284.938.250,08;106,91;109,04
20/Nov/2023;EUR;5,34;53.240.794,00;284.318.627,66;106,79;108,92
17/Nov/2023;EUR;5,34;52.713.277,00;281.359.386,95;106,74;108,84
16/Nov/2023;EUR;5,34;52.513.277,00;280.216.767,83;106,71;108,81
15/Nov/2023;EUR;5,34;52.429.671,00;279.736.573,10;106,70;108,82
14/Nov/2023;EUR;5,32;52.448.081,00;278.912.299,88;106,35;108,47
13/Nov/2023;EUR;5,31;52.448.081,00;278.356.147,31;106,13;108,25
10/Nov/2023;EUR;5,31;52.448.081,00;278.303.616,26;106,11;108,20
09/Nov/2023;EUR;5,31;52.387.522,00;278.102.238,10;106,16;108,24
08/Nov/2023;EUR;5,30;52.313.824,00;277.396.027,39;106,04;108,15
07/Nov/2023;EUR;5,30;52.313.824,00;277.319.844,58;106,01;108,11
06/Nov/2023;EUR;5,30;52.313.824,00;277.365.819,21;106,03;108,13
03/Nov/2023;EUR;5,30;52.313.824,00;277.084.725,92;105,92;107,99
02/Nov/2023;EUR;5,29;52.313.824,00;276.509.301,10;105,70;107,76
01/Nov/2023;EUR;5,26;52.313.824,00;275.170.737,31;105,19;107,25
31/Oct/2023;EUR;5,25;52.313.824,00;274.822.126,81;105,06;107,13
30/Oct/2023;EUR;5,24;52.313.824,00;274.111.221,13;104,78;106,88
27/Oct/2023;EUR;5,23;52.313.824,00;273.777.403,08;104,66;106,71
26/Oct/2023;EUR;5,23;50.836.751,00;265.943.137,42;104,62;106,66
25/Oct/2023;EUR;5,24;52.984.116,00;277.449.868,87;104,72;106,79
24/Oct/2023;EUR;5,23;52.984.116,00;277.130.325,59;104,60;106,67
23/Oct/2023;EUR;5,21;51.879.255,00;270.408.216,03;104,23;106,30
20/Oct/2023;EUR;5,21;51.709.255,00;269.505.609,42;104,23;106,26
19/Oct/2023;EUR;5,22;51.765.714,00;270.250.103,57;104,40;106,44
18/Oct/2023;EUR;5,24;50.314.671,00;263.499.568,07;104,73;106,80
17/Oct/2023;EUR;5,24;50.314.671,00;263.894.493,48;104,89;106,96
16/Oct/2023;EUR;5,25;50.314.671,00;264.275.808,53;105,04;107,11
13/Oct/2023;EUR;5,26;50.350.511,00;264.721.072,48;105,14;107,18
12/Oct/2023;EUR;5,26;50.154.203,00;263.968.234,99;105,25;107,30
11/Oct/2023;EUR;5,26;50.100.032,00;263.283.439,62;105,09;107,16
10/Oct/2023;EUR;5,24;50.100.032,00;262.507.357,50;104,78;106,84
09/Oct/2023;EUR;5,23;50.100.032,00;262.014.816,14;104,59;106,64
06/Oct/2023;EUR;5,24;50.100.032,00;262.277.262,36;104,69;106,72
05/Oct/2023;EUR;5,24;50.100.032,00;262.521.148,87;104,79;106,81
04/Oct/2023;EUR;5,24;54.580.032,00;286.005.735,77;104,79;106,84
03/Oct/2023;EUR;5,26;54.580.032,00;287.334.143,26;105,28;107,33
02/Oct/2023;EUR;5,27;54.580.032,00;287.880.691,63;105,48;107,54
29/Sept/2023;EUR;5,27;54.714.818,00;288.442.186,39;105,42;107,45
28/Sept/2023;EUR;5,27;54.494.818,00;286.939.381,31;105,30;107,31
27/Sept/2023;EUR;5,27;54.494.818,00;287.345.227,39;105,45;107,49
26/Sept/2023;EUR;5,28;54.494.818,00;287.505.935,38;105,51;107,55
25/Sept/2023;EUR;5,29;54.534.818,00;288.282.720,17;105,71;107,76
22/Sept/2023;EUR;5,29;54.628.620,00;288.915.411,43;105,76;107,78
21/Sept/2023;EUR;5,29;54.555.766,00;288.742.697,28;105,84;107,85
20/Sept/2023;EUR;5,30;54.555.766,00;289.064.695,41;105,96;108,00
19/Sept/2023;EUR;5,30;54.777.741,00;290.195.818,39;105,94;107,98
18/Sept/2023;EUR;5,30;54.777.741,00;290.299.358,37;105,98;108,02
15/Sept/2023;EUR;5,30;54.796.152,00;290.396.007,07;105,98;108,01
14/Sept/2023;EUR;5,29;54.796.152,00;289.931.894,37;105,81;107,84
13/Sept/2023;EUR;5,28;54.194.409,00;286.388.786,68;105,68;107,74
12/Sept/2023;EUR;5,28;54.994.986,00;290.601.367,49;105,67;107,73
11/Sept/2023;EUR;5,28;54.994.986,00;290.430.960,30;105,61;107,67
08/Sept/2023;EUR;5,28;53.866.513,00;284.234.977,64;105,52;107,55
07/Sept/2023;EUR;5,27;53.866.513,00;284.136.496,60;105,49;107,51
06/Sept/2023;EUR;5,27;53.986.513,00;284.407.707,58;105,35;107,41
05/Sept/2023;EUR;5,27;54.063.232,00;284.832.492,08;105,36;107,40
04/Sept/2023;EUR;5,27;54.063.232,00;284.793.334,92;105,34;107,37
01/Sept/2023;EUR;5,26;54.063.232,00;284.514.536,38;105,24;107,24
31/Aug/2023;EUR;5,26;54.063.232,00;284.408.991,12;105,20;107,20
