As Of;Currency;NAV
13/Nov/2012;EUR;193,76
12/Nov/2012;EUR;193,72
09/Nov/2012;EUR;193,83
08/Nov/2012;EUR;193,85
07/Nov/2012;EUR;193,78
06/Nov/2012;EUR;193,99
05/Nov/2012;EUR;193,24
02/Nov/2012;EUR;193,47
01/Nov/2012;EUR;193,38
31/Oct/2012;EUR;192,62
30/Oct/2012;EUR;192,28
29/Oct/2012;EUR;192,36
26/Oct/2012;EUR;192,49
25/Oct/2012;EUR;192,67
24/Oct/2012;EUR;192,65
23/Oct/2012;EUR;192,51
22/Oct/2012;EUR;192,94
19/Oct/2012;EUR;193,15
18/Oct/2012;EUR;192,89
17/Oct/2012;EUR;192,82
16/Oct/2012;EUR;193,12
15/Oct/2012;EUR;194,36
12/Oct/2012;EUR;194,72
11/Oct/2012;EUR;194,56
10/Oct/2012;EUR;194,98
09/Oct/2012;EUR;194,92
08/Oct/2012;EUR;194,69
05/Oct/2012;EUR;194,53
04/Oct/2012;EUR;194,14
03/Oct/2012;EUR;193,46
02/Oct/2012;EUR;193,35
01/Oct/2012;EUR;193,57
28/Sept/2012;EUR;193,73
27/Sept/2012;EUR;192,76
26/Sept/2012;EUR;192,53
25/Sept/2012;EUR;191,72
24/Sept/2012;EUR;191,94
21/Sept/2012;EUR;192,27
20/Sept/2012;EUR;191,94
19/Sept/2012;EUR;192,19
18/Sept/2012;EUR;192,59
17/Sept/2012;EUR;192,57
14/Sept/2012;EUR;192,33
13/Sept/2012;EUR;192,61
12/Sept/2012;EUR;192,28
11/Sept/2012;EUR;192,76
10/Sept/2012;EUR;192,52
07/Sept/2012;EUR;192,90
06/Sept/2012;EUR;192,33
05/Sept/2012;EUR;192,81
04/Sept/2012;EUR;193,00
03/Sept/2012;EUR;192,78
31/Aug/2012;EUR;193,20
30/Aug/2012;EUR;192,94
29/Aug/2012;EUR;192,64
28/Aug/2012;EUR;193,19
27/Aug/2012;EUR;193,86
24/Aug/2012;EUR;193,86
23/Aug/2012;EUR;193,90
22/Aug/2012;EUR;193,77
21/Aug/2012;EUR;193,51
20/Aug/2012;EUR;193,89
17/Aug/2012;EUR;193,92
16/Aug/2012;EUR;193,48
15/Aug/2012;EUR;193,59
14/Aug/2012;EUR;194,10
13/Aug/2012;EUR;193,95
10/Aug/2012;EUR;194,01
09/Aug/2012;EUR;193,56
08/Aug/2012;EUR;193,30
07/Aug/2012;EUR;193,19
06/Aug/2012;EUR;193,36
03/Aug/2012;EUR;193,26
02/Aug/2012;EUR;193,29
01/Aug/2012;EUR;192,05
31/Jul/2012;EUR;192,56
30/Jul/2012;EUR;191,77
27/Jul/2012;EUR;190,73
26/Jul/2012;EUR;190,63
25/Jul/2012;EUR;188,94
24/Jul/2012;EUR;188,85
23/Jul/2012;EUR;190,02
20/Jul/2012;EUR;191,69
19/Jul/2012;EUR;191,16
18/Jul/2012;EUR;190,59
17/Jul/2012;EUR;190,85
16/Jul/2012;EUR;190,07
13/Jul/2012;EUR;189,43
12/Jul/2012;EUR;190,08
11/Jul/2012;EUR;189,74
10/Jul/2012;EUR;188,14
09/Jul/2012;EUR;187,13
06/Jul/2012;EUR;187,88
05/Jul/2012;EUR;187,77
04/Jul/2012;EUR;188,66
03/Jul/2012;EUR;188,78
02/Jul/2012;EUR;187,18
29/Jun/2012;EUR;186,15
28/Jun/2012;EUR;184,04
27/Jun/2012;EUR;184,15
26/Jun/2012;EUR;183,88
25/Jun/2012;EUR;185,85
22/Jun/2012;EUR;187,20
21/Jun/2012;EUR;187,80
20/Jun/2012;EUR;187,65
19/Jun/2012;EUR;187,09
18/Jun/2012;EUR;187,16
15/Jun/2012;EUR;187,70
14/Jun/2012;EUR;186,01
13/Jun/2012;EUR;184,85
12/Jun/2012;EUR;184,82
11/Jun/2012;EUR;187,31
08/Jun/2012;EUR;188,59
07/Jun/2012;EUR;188,06
06/Jun/2012;EUR;188,48
05/Jun/2012;EUR;188,32
04/Jun/2012;EUR;188,32
01/Jun/2012;EUR;188,32
31/May/2012;EUR;187,34
30/May/2012;EUR;186,80
29/May/2012;EUR;187,84
28/May/2012;EUR;187,98
25/May/2012;EUR;188,40
24/May/2012;EUR;187,83
23/May/2012;EUR;186,62
22/May/2012;EUR;186,98
21/May/2012;EUR;186,06
18/May/2012;EUR;185,95
17/May/2012;EUR;185,94
16/May/2012;EUR;186,08
15/May/2012;EUR;185,19
14/May/2012;EUR;186,07
11/May/2012;EUR;187,31
10/May/2012;EUR;187,05
09/May/2012;EUR;185,67
08/May/2012;EUR;187,53
07/May/2012;EUR;187,58
04/May/2012;EUR;187,58
03/May/2012;EUR;187,33
02/May/2012;EUR;187,00
01/May/2012;EUR;186,94
30/Apr/2012;EUR;186,93
27/Apr/2012;EUR;185,61
26/Apr/2012;EUR;185,54
25/Apr/2012;EUR;184,98
24/Apr/2012;EUR;184,29
23/Apr/2012;EUR;183,86
20/Apr/2012;EUR;184,97
19/Apr/2012;EUR;185,13
18/Apr/2012;EUR;186,10
17/Apr/2012;EUR;186,05
16/Apr/2012;EUR;186,09
13/Apr/2012;EUR;186,71
12/Apr/2012;EUR;187,71
11/Apr/2012;EUR;186,48
10/Apr/2012;EUR;185,30
09/Apr/2012;EUR;185,32
06/Apr/2012;EUR;185,32
05/Apr/2012;EUR;185,32
04/Apr/2012;EUR;186,69
03/Apr/2012;EUR;188,50
02/Apr/2012;EUR;188,68
30/Mar/2012;EUR;188,62
29/Mar/2012;EUR;187,93
28/Mar/2012;EUR;188,47
27/Mar/2012;EUR;188,62
26/Mar/2012;EUR;188,66
23/Mar/2012;EUR;188,12
22/Mar/2012;EUR;188,09
21/Mar/2012;EUR;188,49
20/Mar/2012;EUR;188,73
19/Mar/2012;EUR;189,36
16/Mar/2012;EUR;189,00
15/Mar/2012;EUR;189,32
14/Mar/2012;EUR;189,96
13/Mar/2012;EUR;189,97
12/Mar/2012;EUR;189,56
09/Mar/2012;EUR;190,03
08/Mar/2012;EUR;190,18
07/Mar/2012;EUR;189,55
06/Mar/2012;EUR;189,59
05/Mar/2012;EUR;190,50
02/Mar/2012;EUR;190,93
01/Mar/2012;EUR;190,44
29/Feb/2012;EUR;189,24
28/Feb/2012;EUR;188,53
27/Feb/2012;EUR;188,01
24/Feb/2012;EUR;187,87
23/Feb/2012;EUR;187,21
22/Feb/2012;EUR;186,94
21/Feb/2012;EUR;186,96
20/Feb/2012;EUR;186,19
17/Feb/2012;EUR;185,18
16/Feb/2012;EUR;185,17
15/Feb/2012;EUR;185,78
14/Feb/2012;EUR;186,27
13/Feb/2012;EUR;186,66
10/Feb/2012;EUR;186,39
09/Feb/2012;EUR;186,74
08/Feb/2012;EUR;186,43
07/Feb/2012;EUR;185,87
06/Feb/2012;EUR;185,68
03/Feb/2012;EUR;185,48
02/Feb/2012;EUR;185,35
01/Feb/2012;EUR;183,29
31/Jan/2012;EUR;181,78
30/Jan/2012;EUR;181,10
27/Jan/2012;EUR;181,70
26/Jan/2012;EUR;181,10
25/Jan/2012;EUR;180,21
24/Jan/2012;EUR;180,41
23/Jan/2012;EUR;181,53
20/Jan/2012;EUR;181,07
19/Jan/2012;EUR;179,72
18/Jan/2012;EUR;179,18
17/Jan/2012;EUR;178,81
16/Jan/2012;EUR;177,99
13/Jan/2012;EUR;178,48
12/Jan/2012;EUR;179,44
11/Jan/2012;EUR;177,28
10/Jan/2012;EUR;177,02
09/Jan/2012;EUR;176,95
06/Jan/2012;EUR;176,47
05/Jan/2012;EUR;176,97
04/Jan/2012;EUR;177,19
03/Jan/2012;EUR;177,58
02/Jan/2012;EUR;177,66
30/Dec/2011;EUR;177,66
29/Dec/2011;EUR;178,12
28/Dec/2011;EUR;177,84
27/Dec/2011;EUR;177,32
26/Dec/2011;EUR;177,32
23/Dec/2011;EUR;177,32
22/Dec/2011;EUR;177,08
21/Dec/2011;EUR;176,70
20/Dec/2011;EUR;176,69
19/Dec/2011;EUR;176,65
16/Dec/2011;EUR;176,44
15/Dec/2011;EUR;175,57
14/Dec/2011;EUR;175,22
13/Dec/2011;EUR;174,52
12/Dec/2011;EUR;173,84
09/Dec/2011;EUR;173,98
08/Dec/2011;EUR;172,66
07/Dec/2011;EUR;173,78
06/Dec/2011;EUR;176,03
05/Dec/2011;EUR;176,39
02/Dec/2011;EUR;173,90
01/Dec/2011;EUR;172,80
30/Nov/2011;EUR;168,28
29/Nov/2011;EUR;165,18
28/Nov/2011;EUR;164,46
25/Nov/2011;EUR;163,51
24/Nov/2011;EUR;163,41
23/Nov/2011;EUR;164,10
22/Nov/2011;EUR;166,47
21/Nov/2011;EUR;166,96
18/Nov/2011;EUR;167,43
17/Nov/2011;EUR;165,98
16/Nov/2011;EUR;164,67
15/Nov/2011;EUR;164,18
14/Nov/2011;EUR;167,71
11/Nov/2011;EUR;170,45
10/Nov/2011;EUR;168,95
09/Nov/2011;EUR;170,34
08/Nov/2011;EUR;173,59
07/Nov/2011;EUR;173,56
04/Nov/2011;EUR;174,77
03/Nov/2011;EUR;174,91
02/Nov/2011;EUR;174,45
01/Nov/2011;EUR;175,12
31/Oct/2011;EUR;176,93
28/Oct/2011;EUR;177,55
27/Oct/2011;EUR;178,66
26/Oct/2011;EUR;178,19
25/Oct/2011;EUR;177,64
24/Oct/2011;EUR;175,79
21/Oct/2011;EUR;176,08
20/Oct/2011;EUR;175,86
19/Oct/2011;EUR;175,45
18/Oct/2011;EUR;175,87
17/Oct/2011;EUR;177,30
14/Oct/2011;EUR;176,18
13/Oct/2011;EUR;177,34
12/Oct/2011;EUR;177,35
11/Oct/2011;EUR;178,58
10/Oct/2011;EUR;178,55
07/Oct/2011;EUR;179,14
06/Oct/2011;EUR;179,03
05/Oct/2011;EUR;179,73
04/Oct/2011;EUR;181,06
03/Oct/2011;EUR;181,56
30/Sept/2011;EUR;181,50
29/Sept/2011;EUR;179,52
28/Sept/2011;EUR;179,30
27/Sept/2011;EUR;179,35
26/Sept/2011;EUR;179,68
23/Sept/2011;EUR;180,06
22/Sept/2011;EUR;180,82
21/Sept/2011;EUR;180,10
20/Sept/2011;EUR;179,71
19/Sept/2011;EUR;180,56
16/Sept/2011;EUR;180,65
15/Sept/2011;EUR;178,39
14/Sept/2011;EUR;178,11
13/Sept/2011;EUR;178,52
12/Sept/2011;EUR;180,00
09/Sept/2011;EUR;182,03
08/Sept/2011;EUR;181,88
07/Sept/2011;EUR;181,48
06/Sept/2011;EUR;180,66
05/Sept/2011;EUR;181,36
02/Sept/2011;EUR;182,69
01/Sept/2011;EUR;182,90
31/Aug/2011;EUR;182,19
30/Aug/2011;EUR;183,79
29/Aug/2011;EUR;184,26
26/Aug/2011;EUR;184,26
25/Aug/2011;EUR;184,50
24/Aug/2011;EUR;184,27
23/Aug/2011;EUR;184,91
22/Aug/2011;EUR;184,73
19/Aug/2011;EUR;185,08
18/Aug/2011;EUR;185,80
17/Aug/2011;EUR;185,89
16/Aug/2011;EUR;185,24
15/Aug/2011;EUR;184,59
12/Aug/2011;EUR;184,62
11/Aug/2011;EUR;182,91
10/Aug/2011;EUR;181,78
09/Aug/2011;EUR;180,99
08/Aug/2011;EUR;181,41
05/Aug/2011;EUR;180,68
04/Aug/2011;EUR;180,76
03/Aug/2011;EUR;181,15
02/Aug/2011;EUR;182,29
01/Aug/2011;EUR;182,37
29/Jul/2011;EUR;182,70
28/Jul/2011;EUR;181,94
27/Jul/2011;EUR;182,55
26/Jul/2011;EUR;182,65
25/Jul/2011;EUR;182,93
22/Jul/2011;EUR;184,35
21/Jul/2011;EUR;183,81
20/Jul/2011;EUR;182,71
19/Jul/2011;EUR;182,37
18/Jul/2011;EUR;181,49
15/Jul/2011;EUR;182,28
14/Jul/2011;EUR;181,92
13/Jul/2011;EUR;182,13
12/Jul/2011;EUR;181,70
11/Jul/2011;EUR;181,59
08/Jul/2011;EUR;183,45
07/Jul/2011;EUR;183,26
06/Jul/2011;EUR;183,54
05/Jul/2011;EUR;184,47
04/Jul/2011;EUR;184,51
01/Jul/2011;EUR;184,92
30/Jun/2011;EUR;184,99
29/Jun/2011;EUR;184,41
28/Jun/2011;EUR;183,28
27/Jun/2011;EUR;182,81
24/Jun/2011;EUR;182,81
23/Jun/2011;EUR;183,32
22/Jun/2011;EUR;183,50
21/Jun/2011;EUR;182,76
20/Jun/2011;EUR;182,42
17/Jun/2011;EUR;182,69
16/Jun/2011;EUR;183,29
15/Jun/2011;EUR;184,50
14/Jun/2011;EUR;184,31
13/Jun/2011;EUR;184,37
10/Jun/2011;EUR;184,69
09/Jun/2011;EUR;184,64
08/Jun/2011;EUR;185,22
07/Jun/2011;EUR;185,36
06/Jun/2011;EUR;186,59
03/Jun/2011;EUR;186,52
02/Jun/2011;EUR;186,62
01/Jun/2011;EUR;186,11
31/May/2011;EUR;185,44
30/May/2011;EUR;185,72
27/May/2011;EUR;185,72
26/May/2011;EUR;185,96
25/May/2011;EUR;185,36
24/May/2011;EUR;184,88
23/May/2011;EUR;184,83
20/May/2011;EUR;184,85
19/May/2011;EUR;184,63
18/May/2011;EUR;184,91
17/May/2011;EUR;184,72
16/May/2011;EUR;184,99
13/May/2011;EUR;184,76
12/May/2011;EUR;184,80
11/May/2011;EUR;184,66
10/May/2011;EUR;184,71
09/May/2011;EUR;184,24
06/May/2011;EUR;183,97
05/May/2011;EUR;183,73
04/May/2011;EUR;183,40
03/May/2011;EUR;183,52
02/May/2011;EUR;183,38
29/Apr/2011;EUR;183,38
28/Apr/2011;EUR;182,49
27/Apr/2011;EUR;181,15
26/Apr/2011;EUR;181,69
25/Apr/2011;EUR;182,02
21/Apr/2011;EUR;182,02
20/Apr/2011;EUR;181,76
19/Apr/2011;EUR;182,26
18/Apr/2011;EUR;182,26
15/Apr/2011;EUR;181,75
14/Apr/2011;EUR;181,59
13/Apr/2011;EUR;181,76
12/Apr/2011;EUR;181,92
11/Apr/2011;EUR;181,86
08/Apr/2011;EUR;181,70
07/Apr/2011;EUR;181,99
06/Apr/2011;EUR;181,78
05/Apr/2011;EUR;182,16
04/Apr/2011;EUR;182,83
01/Apr/2011;EUR;181,86
31/Mar/2011;EUR;181,69
30/Mar/2011;EUR;181,46
29/Mar/2011;EUR;180,94
28/Mar/2011;EUR;180,86
25/Mar/2011;EUR;181,08
24/Mar/2011;EUR;181,03
23/Mar/2011;EUR;181,06
22/Mar/2011;EUR;180,84
21/Mar/2011;EUR;181,03
18/Mar/2011;EUR;181,17
17/Mar/2011;EUR;180,98
16/Mar/2011;EUR;181,58
15/Mar/2011;EUR;180,64
14/Mar/2011;EUR;179,85
11/Mar/2011;EUR;179,62
10/Mar/2011;EUR;179,11
09/Mar/2011;EUR;179,22
08/Mar/2011;EUR;179,22
07/Mar/2011;EUR;179,95
04/Mar/2011;EUR;179,87
03/Mar/2011;EUR;179,76
02/Mar/2011;EUR;181,04
01/Mar/2011;EUR;181,21
28/Feb/2011;EUR;181,30
25/Feb/2011;EUR;181,41
24/Feb/2011;EUR;181,38
23/Feb/2011;EUR;181,29
22/Feb/2011;EUR;181,79
21/Feb/2011;EUR;181,29
18/Feb/2011;EUR;180,62
17/Feb/2011;EUR;180,95
16/Feb/2011;EUR;180,20
15/Feb/2011;EUR;179,19
14/Feb/2011;EUR;178,70
11/Feb/2011;EUR;178,87
10/Feb/2011;EUR;178,83
09/Feb/2011;EUR;179,09
08/Feb/2011;EUR;179,70
07/Feb/2011;EUR;180,37
04/Feb/2011;EUR;180,60
03/Feb/2011;EUR;180,59
02/Feb/2011;EUR;181,30
01/Feb/2011;EUR;180,61
31/Jan/2011;EUR;180,26
28/Jan/2011;EUR;179,82
27/Jan/2011;EUR;179,14
26/Jan/2011;EUR;179,63
25/Jan/2011;EUR;180,12
24/Jan/2011;EUR;180,51
21/Jan/2011;EUR;180,36
20/Jan/2011;EUR;180,21
19/Jan/2011;EUR;180,79
18/Jan/2011;EUR;180,01
17/Jan/2011;EUR;180,36
14/Jan/2011;EUR;180,36
13/Jan/2011;EUR;179,84
12/Jan/2011;EUR;178,98
11/Jan/2011;EUR;179,53
10/Jan/2011;EUR;179,95
07/Jan/2011;EUR;180,50
06/Jan/2011;EUR;180,41
05/Jan/2011;EUR;180,27
04/Jan/2011;EUR;181,17
03/Jan/2011;EUR;179,67
31/Dec/2010;EUR;179,67
30/Dec/2010;EUR;179,65
29/Dec/2010;EUR;178,83
28/Dec/2010;EUR;179,33
27/Dec/2010;EUR;179,33
24/Dec/2010;EUR;179,33
23/Dec/2010;EUR;179,31
22/Dec/2010;EUR;179,62
21/Dec/2010;EUR;179,24
20/Dec/2010;EUR;179,57
17/Dec/2010;EUR;178,66
16/Dec/2010;EUR;178,38
15/Dec/2010;EUR;178,78
14/Dec/2010;EUR;178,35
13/Dec/2010;EUR;178,61
10/Dec/2010;EUR;178,72
09/Dec/2010;EUR;178,69
08/Dec/2010;EUR;178,07
07/Dec/2010;EUR;178,34
06/Dec/2010;EUR;178,98
03/Dec/2010;EUR;179,13
02/Dec/2010;EUR;179,24
01/Dec/2010;EUR;178,38
30/Nov/2010;EUR;178,46
29/Nov/2010;EUR;178,39
26/Nov/2010;EUR;179,84
25/Nov/2010;EUR;179,74
24/Nov/2010;EUR;180,14
23/Nov/2010;EUR;181,33
22/Nov/2010;EUR;181,27
19/Nov/2010;EUR;180,36
18/Nov/2010;EUR;180,20
17/Nov/2010;EUR;181,56
16/Nov/2010;EUR;181,49
15/Nov/2010;EUR;182,74
12/Nov/2010;EUR;183,33
11/Nov/2010;EUR;183,47
10/Nov/2010;EUR;184,40
09/Nov/2010;EUR;184,98
08/Nov/2010;EUR;185,17
05/Nov/2010;EUR;185,66
04/Nov/2010;EUR;185,70
03/Nov/2010;EUR;185,75
02/Nov/2010;EUR;185,13
01/Nov/2010;EUR;185,54
29/Oct/2010;EUR;185,10
28/Oct/2010;EUR;184,48
27/Oct/2010;EUR;184,50
26/Oct/2010;EUR;184,99
25/Oct/2010;EUR;185,42
22/Oct/2010;EUR;185,37
21/Oct/2010;EUR;185,37
20/Oct/2010;EUR;185,97
19/Oct/2010;EUR;186,26
18/Oct/2010;EUR;186,69
15/Oct/2010;EUR;186,51
14/Oct/2010;EUR;186,42
13/Oct/2010;EUR;186,12
12/Oct/2010;EUR;186,42
11/Oct/2010;EUR;186,37
08/Oct/2010;EUR;186,45
07/Oct/2010;EUR;185,79
06/Oct/2010;EUR;186,59
05/Oct/2010;EUR;185,65
04/Oct/2010;EUR;185,54
01/Oct/2010;EUR;184,75
30/Sept/2010;EUR;184,76
29/Sept/2010;EUR;184,47
28/Sept/2010;EUR;184,82
27/Sept/2010;EUR;185,37
24/Sept/2010;EUR;185,21
23/Sept/2010;EUR;185,52
22/Sept/2010;EUR;185,50
21/Sept/2010;EUR;184,20
20/Sept/2010;EUR;184,08
17/Sept/2010;EUR;184,71
16/Sept/2010;EUR;184,76
15/Sept/2010;EUR;184,95
14/Sept/2010;EUR;186,02
13/Sept/2010;EUR;186,57
10/Sept/2010;EUR;186,69
09/Sept/2010;EUR;187,09
08/Sept/2010;EUR;187,10
07/Sept/2010;EUR;187,14
06/Sept/2010;EUR;187,08
03/Sept/2010;EUR;186,89
02/Sept/2010;EUR;187,49
01/Sept/2010;EUR;187,09
31/Aug/2010;EUR;186,94
30/Aug/2010;EUR;186,27
27/Aug/2010;EUR;186,27
26/Aug/2010;EUR;185,96
25/Aug/2010;EUR;185,19
24/Aug/2010;EUR;185,10
23/Aug/2010;EUR;184,40
20/Aug/2010;EUR;184,36
19/Aug/2010;EUR;184,02
18/Aug/2010;EUR;184,39
17/Aug/2010;EUR;184,16
16/Aug/2010;EUR;184,19
13/Aug/2010;EUR;184,07
12/Aug/2010;EUR;184,06
11/Aug/2010;EUR;184,19
10/Aug/2010;EUR;183,47
09/Aug/2010;EUR;184,15
06/Aug/2010;EUR;184,41
05/Aug/2010;EUR;183,84
04/Aug/2010;EUR;183,59
03/Aug/2010;EUR;183,66
02/Aug/2010;EUR;183,24
30/Jul/2010;EUR;182,71
29/Jul/2010;EUR;181,89
28/Jul/2010;EUR;181,09
27/Jul/2010;EUR;180,88
26/Jul/2010;EUR;180,42
23/Jul/2010;EUR;180,25
22/Jul/2010;EUR;180,24
21/Jul/2010;EUR;180,68
20/Jul/2010;EUR;181,09
19/Jul/2010;EUR;180,91
16/Jul/2010;EUR;181,43
15/Jul/2010;EUR;181,36
14/Jul/2010;EUR;181,42
13/Jul/2010;EUR;182,15
12/Jul/2010;EUR;182,31
09/Jul/2010;EUR;181,82
08/Jul/2010;EUR;181,65
07/Jul/2010;EUR;181,39
06/Jul/2010;EUR;181,80
05/Jul/2010;EUR;182,15
02/Jul/2010;EUR;181,53
01/Jul/2010;EUR;181,53
30/Jun/2010;EUR;180,85
29/Jun/2010;EUR;180,46
28/Jun/2010;EUR;180,51
25/Jun/2010;EUR;180,50
24/Jun/2010;EUR;181,01
23/Jun/2010;EUR;181,59
22/Jun/2010;EUR;181,95
21/Jun/2010;EUR;181,79
18/Jun/2010;EUR;181,46
17/Jun/2010;EUR;181,78
16/Jun/2010;EUR;181,54
15/Jun/2010;EUR;181,44
14/Jun/2010;EUR;181,69
11/Jun/2010;EUR;182,37
10/Jun/2010;EUR;182,15
09/Jun/2010;EUR;181,04
08/Jun/2010;EUR;180,14
07/Jun/2010;EUR;180,97
04/Jun/2010;EUR;181,90
03/Jun/2010;EUR;181,79
02/Jun/2010;EUR;182,24
01/Jun/2010;EUR;182,80
31/May/2010;EUR;182,41
28/May/2010;EUR;182,40
27/May/2010;EUR;181,73
26/May/2010;EUR;182,14
25/May/2010;EUR;182,76
24/May/2010;EUR;183,30
21/May/2010;EUR;183,01
20/May/2010;EUR;183,21
19/May/2010;EUR;183,51
18/May/2010;EUR;183,14
17/May/2010;EUR;182,84
14/May/2010;EUR;182,97
13/May/2010;EUR;183,12
12/May/2010;EUR;183,17
11/May/2010;EUR;182,37
10/May/2010;EUR;182,47
07/May/2010;EUR;179,94
06/May/2010;EUR;181,34
05/May/2010;EUR;182,14
04/May/2010;EUR;182,27
03/May/2010;EUR;181,82
30/Apr/2010;EUR;181,81
29/Apr/2010;EUR;180,97
28/Apr/2010;EUR;180,24
27/Apr/2010;EUR;180,46
26/Apr/2010;EUR;180,47
23/Apr/2010;EUR;180,22
22/Apr/2010;EUR;179,89
21/Apr/2010;EUR;179,83
20/Apr/2010;EUR;179,66
19/Apr/2010;EUR;180,14
16/Apr/2010;EUR;180,43
15/Apr/2010;EUR;180,43
14/Apr/2010;EUR;180,21
13/Apr/2010;EUR;179,95
12/Apr/2010;EUR;179,73
09/Apr/2010;EUR;179,64
08/Apr/2010;EUR;180,00
07/Apr/2010;EUR;179,93
06/Apr/2010;EUR;180,25
01/Apr/2010;EUR;181,29
31/Mar/2010;EUR;181,14
30/Mar/2010;EUR;180,03
29/Mar/2010;EUR;179,48
26/Mar/2010;EUR;178,90
25/Mar/2010;EUR;178,37
24/Mar/2010;EUR;178,54
23/Mar/2010;EUR;178,30
22/Mar/2010;EUR;178,02
19/Mar/2010;EUR;177,75
18/Mar/2010;EUR;177,83
17/Mar/2010;EUR;178,14
16/Mar/2010;EUR;178,37
15/Mar/2010;EUR;178,07
12/Mar/2010;EUR;178,14
11/Mar/2010;EUR;177,79
10/Mar/2010;EUR;178,15
09/Mar/2010;EUR;178,27
08/Mar/2010;EUR;178,24
05/Mar/2010;EUR;178,09
04/Mar/2010;EUR;177,84
03/Mar/2010;EUR;177,98
02/Mar/2010;EUR;177,66
01/Mar/2010;EUR;177,37
26/Feb/2010;EUR;177,17
25/Feb/2010;EUR;176,76
24/Feb/2010;EUR;177,36
23/Feb/2010;EUR;176,54
22/Feb/2010;EUR;176,19
19/Feb/2010;EUR;176,07
18/Feb/2010;EUR;176,41
17/Feb/2010;EUR;176,87
16/Feb/2010;EUR;176,73
15/Feb/2010;EUR;176,83
12/Feb/2010;EUR;176,75
11/Feb/2010;EUR;176,89
10/Feb/2010;EUR;177,00
09/Feb/2010;EUR;177,00
08/Feb/2010;EUR;176,68
05/Feb/2010;EUR;177,77
04/Feb/2010;EUR;177,72
03/Feb/2010;EUR;177,57
02/Feb/2010;EUR;177,66
01/Feb/2010;EUR;177,18
29/Jan/2010;EUR;176,56
28/Jan/2010;EUR;176,14
27/Jan/2010;EUR;176,58
26/Jan/2010;EUR;177,14
25/Jan/2010;EUR;177,02
22/Jan/2010;EUR;176,99
21/Jan/2010;EUR;177,45
20/Jan/2010;EUR;177,05
19/Jan/2010;EUR;177,36
18/Jan/2010;EUR;177,29
15/Jan/2010;EUR;177,21
14/Jan/2010;EUR;177,20
13/Jan/2010;EUR;177,59
12/Jan/2010;EUR;178,23
11/Jan/2010;EUR;177,95
08/Jan/2010;EUR;177,78
07/Jan/2010;EUR;178,03
06/Jan/2010;EUR;177,66
05/Jan/2010;EUR;178,03
04/Jan/2010;EUR;178,15
31/Dec/2009;EUR;178,24
30/Dec/2009;EUR;178,23
29/Dec/2009;EUR;178,68
24/Dec/2009;EUR;178,74
23/Dec/2009;EUR;178,74
22/Dec/2009;EUR;179,10
21/Dec/2009;EUR;178,92
18/Dec/2009;EUR;179,63
17/Dec/2009;EUR;178,77
16/Dec/2009;EUR;178,24
15/Dec/2009;EUR;177,27
14/Dec/2009;EUR;177,75
11/Dec/2009;EUR;177,61
10/Dec/2009;EUR;177,58
09/Dec/2009;EUR;177,89
08/Dec/2009;EUR;178,87
07/Dec/2009;EUR;179,22
04/Dec/2009;EUR;178,90
03/Dec/2009;EUR;179,32
02/Dec/2009;EUR;179,51
01/Dec/2009;EUR;179,21
30/Nov/2009;EUR;178,51
27/Nov/2009;EUR;177,65
26/Nov/2009;EUR;177,46
25/Nov/2009;EUR;177,09
24/Nov/2009;EUR;177,20
23/Nov/2009;EUR;177,29
20/Nov/2009;EUR;177,01
19/Nov/2009;EUR;176,85
18/Nov/2009;EUR;176,96
17/Nov/2009;EUR;176,87
16/Nov/2009;EUR;176,27
13/Nov/2009;EUR;176,32
12/Nov/2009;EUR;177,13
11/Nov/2009;EUR;177,46
10/Nov/2009;EUR;177,34
09/Nov/2009;EUR;176,76
06/Nov/2009;EUR;176,22
05/Nov/2009;EUR;176,12
04/Nov/2009;EUR;176,01
03/Nov/2009;EUR;176,14
02/Nov/2009;EUR;176,36
30/Oct/2009;EUR;176,48
29/Oct/2009;EUR;175,75
28/Oct/2009;EUR;176,33
27/Oct/2009;EUR;176,07
26/Oct/2009;EUR;175,38
23/Oct/2009;EUR;175,54
22/Oct/2009;EUR;176,21
21/Oct/2009;EUR;176,10
20/Oct/2009;EUR;176,70
19/Oct/2009;EUR;176,34
16/Oct/2009;EUR;176,15
15/Oct/2009;EUR;175,95
14/Oct/2009;EUR;177,23
13/Oct/2009;EUR;177,79
12/Oct/2009;EUR;178,41
09/Oct/2009;EUR;178,08
08/Oct/2009;EUR;178,84
07/Oct/2009;EUR;178,90
06/Oct/2009;EUR;178,52
05/Oct/2009;EUR;178,77
02/Oct/2009;EUR;178,57
01/Oct/2009;EUR;177,96
30/Sept/2009;EUR;178,11
29/Sept/2009;EUR;177,27
28/Sept/2009;EUR;176,92
25/Sept/2009;EUR;176,91
24/Sept/2009;EUR;176,58
23/Sept/2009;EUR;176,05
22/Sept/2009;EUR;176,10
21/Sept/2009;EUR;176,27
18/Sept/2009;EUR;176,34
17/Sept/2009;EUR;175,97
16/Sept/2009;EUR;176,94
15/Sept/2009;EUR;176,54
14/Sept/2009;EUR;176,07
11/Sept/2009;EUR;176,07
10/Sept/2009;EUR;175,31
09/Sept/2009;EUR;175,28
08/Sept/2009;EUR;175,36
07/Sept/2009;EUR;175,20
04/Sept/2009;EUR;175,41
03/Sept/2009;EUR;174,95
02/Sept/2009;EUR;175,46
01/Sept/2009;EUR;175,64
